text,label
"星期六晚飯時間去咗尖沙咀食呢間西班牙菜，一出電梯發現已經高朋滿座，好彩有 book位，所以都好快可以入座。 入到餐廳，俾咗一個角落我地坐，都方便傾計，不過餐廳唔算大，多人時係有少少嘈，追求寧靜嘅要諗諗，我自己就覺得可以接受。             99               111   睇完 menu，決定唔洗煩，要咗個二人套餐。頭盤有凱撒沙律，烤面包同蛋餅，蛋餅內有薯仔片，都幾特別。 是日餐湯係忌廉菜湯，都幾好味。 主菜我要咗四季薄餅，其實即係煙三文魚pizza, pizza底烤得好脆，如果鐘意脆底呢個係一個幾好選擇。 另一個主菜係安格斯肉眼牛扒，我要咗七成熟，煎得都幾淋，但係鹹咗啲，要配埋下面嘅南瓜蓉先 ok，份量都算適中。 飲品方面，我地都要咗招牌水果茶，但味道一般，感覺淡味咗，可能落太多冰，不過都有好多果肉可以食。 總結嚟講，性價比適中。",1
"食物質素好一般，我叫左個泡菜豬肉鍋，玉子燒，電激雞翼，三文魚刺身，芝士燒大肉菇。 泡菜豬肉鍋:味道好一般，首先賣相已經比相差好遠。我唸係d泡菜令到成個鍋味變得較差，豬肉，豆腐，白菜味道可以。 玉子燒味道尚算合格。 電激雞翼味道都可以不過放多一陣就會變得太溜。 三文魚刺身尚算新鮮不過太厚啦。 芝士燒大菇係叫做好食，不會太溜，芝士味剛好。不過服務質素真係好一般，有好多大好大既進步空間。坐企十分鐘，雖然好快就有水，但係十分鐘都冇人比meun,要叫三次先至有人比。食左一個鐘都冇人幫忙加水，都係要叫先至有人加。叫左個泡菜鍋，都唔會主動比碗，又係要叫先至肯拎，希望可以加強員工主動性，可以睇下客人，會唔會冇晒水，好過圍堆傾計。",2
我平時唔會打食評，係今日覺得好氣憤先黎打篇食評。話說半年前同朋友慶祝生日黎過食覺得ok，所以今日再同男朋友黎食，但今日食覺得麻麻地，d食物係得嗰樣靚，睇落好似好好食，但食落真係麻麻地!一開始上左兩杯野飲，兩杯都係荔枝蘇打，真係超級甜，甜過飲蜜糖呀！之後上既壽司都唔太新鮮，爭鮮可能仲好味過佢；嗰沙律勉強ok；牛舌係最好味既；雞軟骨脆但無咩味......食完之後埋單其實發現佢上漏幾件壽司，但我同waitress講，佢問番師傅又話師傅記得佢有俾我地，嗰waitress同我地講番嗰陣仲越講越大聲，周圍d客人望住我地，咁我地唯有避免尷尬就話算啦，幾十蚊唔係俾唔起，但我覺得佢地d waitress態度真係麻麻地，而且嗰其中一個壽司師傅仲怒睥我地...黎呢度消費兩次，我覺得質數開始下降，咁多好評都唔知係咪搵打手既？！已經永久blacklist呢間店！,2
今日突然想食西餐，於是就搵下尖沙咀有冇環境不錯嘅西餐，食物質素又高嘅，於是就發現到呢間，見到窗邊仲有大玻璃，雖然冇海景，但感覺好正！於是打去book，但window seat 已經full 左了，不過唔緊要就照去啦，去feel 下都好！﻿ �     上到去，環境真的不錯，仲有駐場歌手，一邊彈結他，一邊唱歌，座位同座位之間都有適當的距離，唔會好迫！﻿ �海鮮拼盤 $498 海鮮拼盤好豐富！海鮮拼盤有冰鎮住，係好基本！第一樣試係生蠔，有重重嘅海水味，冇提供檸檬，換來是餐廳特制芫茜醬，個人覺得唔蘸更能吃到生蠔嘅鮮味！蝦又好甜，唔會好細隻！鮑魚有先用面豉醬醃好，所以是橙橙地色，估唔到味道又幾夾！仲有元貝配嘅醬，好入味，把食物嘅味道帶到另一個層次！墨魚仔的爽口，蘸了餐廳特制嘅冬陰公汁，為墨魚仔添上味道！果然物超所值！﻿ �     紅咖哩蟹肉配西班牙熱脆麵包 $148 超鍾意的一道菜！因為有好多蟹肉，個紅咖哩好惹味，有小小辣，唔食得辣都覺得ok！西班牙脆麵包係必食呀，因為好脆，就算沾上紅咖哩及蟹肉，都冇變得軟身，呢個汁送飯都好得！ ﻿ �     5小時慢燒美國牛肉眼 約四成熟 $398 食西餐一定會食牛扒，見到餐牌有個推薦嘅5小時慢燒美國牛肉眼牛扒，慢煮更考廚師功力，因為牛扒一耐就會好硬，好乾身！上枱見到即刻bling bling 眼，肉眼牛扒大大件，仲要厚切，四成熟，但冇血水，只有粉粉紅色，接受到食四成熟就一定要叫！食落岩岩好，唔會好韌，保留了肉汁，好鮮嫩的感覺！﻿ �     松露鮑魚配雞扒 $188 鮑魚配雞排好新鮮的配搭，有松露醬令雞排都錦上添花！ 鮑魚同頭先海鮮併盤一樣醃了面豉醬，所以好惹味！仲有好多配菜，最開心係配有紫薯蓉，佢唔係正係蓉仲有粒粒，口感更豐富！值得一提餐廳會整熱個碟先上枱，保留食物嘅溫度，唔會食食下就凍哂啲食物，抵讚！﻿ �     是日甜品係香芋白朱古力蛋糕，食落好香香芋味！中間個層白色唔係正係cream，佢係溝左白朱古力，所以食到唔會好漏，岩哂我唔係太鍾意食cream！   今晚有兩枱都係慶祝生日的，好有氣氛😍現駐歌手會行去佢地張枱唱生日歌，仲會係甜品寫Happy Birthday！所以慶祝生日記住request window seat呀！黎緊情人節都係唔錯嘅選擇，都會好浪漫！﻿ ��🔎 CHEF STAGE de Eddy Chu 尖沙咀亞士厘道17-19號19樓,1
約了二位朋友吃飯，大家都選擇近地鐡站的，最近選擇最合適佐敦 “七福神”，今次店員給我們安排在房間內，都幾舒適、安靜！ 刺身 牡丹蝦、三文魚、吞拿魚刺身 $123 和牛刺身 $65 新鮮甜美，一下子全都吃光了😁。 壽司  🍣 三個傻大姐太肚餓，點了多款壽司😋 章紅魚壽司、三文魚腩壽司（特長）、芥末八爪魚壽司、海膽壽司、玻璃蝦壽司、鰻魚壽司 特別喜歡玻璃蝦壽司蝦肉爽口彈牙！ 芝士鐵板燒豆腐 香濃芝士味，加上細小蔥花、蟹子，更帶出香滑豆腐鮮甜。 炸物🤗 芝麻雞翼 鐵板燒牛舌，以洋蔥作配料，非常惹味。 酒精飲料🍻 菊正宗（熱飲） 朝日啤酒 雪糕甜品 綠茶雪糕 紅豆雪糕  充滿食力、笑聲、滿足的一夜！😁😁😋,1
"放工食乜好，仲同同事去咗附近嘅一間日本餐廳度食飯。呢間餐廳喺一樓但係門面就好似日本嘅夜店甘。裝修都好有和風特色。 首先我哋叫咗一個刺身拼盤$128，而裡面就有好新鮮嘅馬糞海膽，油甘魚，甜蝦，三文魚。海膽非常之新鮮，大家可以見到海膽唔係好似溶咗咁樣，而係好完整見到個形狀非常之新鮮， 同埋佢俾咗一個飯團同紫菜俾你去送海膽食，油甘魚亦都好肥美同鮮甜， 其他亦都好新鮮。 跟住叫咗呢一個燒吞拿魚沙律$68，吞拿魚外面燒過入面仲係生嘅，醬汁就係柚子醋再喺上面加咗好多黑椒食落好惹味好新鮮好開胃。 仲叫咗燒三文魚頭$58 ，同埋串燒五品盛$58，魚頭燒到剛剛好一啲都唔乾裏面啲肉仲好多汁加埋檸檬汁同埋特製嘅醋一齊食非常之配搭，而串燒方面亦都燒得好乾身。 跟住重叫咗三隻芝士焗天火蠔總共$70,大家見到隻好肥美好大隻，亦都放咗好多芝士漿落去焗，非常之嘢未同埋滿足，亦都唔會過鹹。必定要叫 之後仲叫咗一碟吞拿魚壽司有兩件都只係$25 ，吞拿魚嘅質素亦都相當之唔錯仲新鮮 甜品方面就叫咗呢一個椰子雪巴，開頭見到佢個樣好似假假地，我以為食落啲味道會唔掂，點知係非常之香濃嘅椰汁味，好似你去某間專門買椰汁嘅鋪頭嗰隻味一樣，非常之濃郁甜美亦都剛剛好，雖然好肥但係都整個食晒，呢個亦都係必試嘅 總括來講嘢食唔算貴質素亦都唔錯性價比非常之高，好滿意",1
自從韓風興起了芝士料理後，芝士料理愈來愈廣受歡迎，不過吃膩了韓式料理，不如來點新意思，芝士雞煲又如何？！ 食雞煲的店舖開到成行成市，想要突圍而出，必定要有點gimmick 才吸引到食客，今次食呢個芝士雞煲是這裡的獨創菜式，芝士迷必like~ 餐廳地方廷大的，有很多座位，裝潢時尚，以黑啡色為主調，是富有現代感的loft 風設計。 如果人數夠多的還可以book 房，不過只有一間，記得提前預訂喔～             101               109   這裡除了有芝士雞煲外，也有傳統的麻辣雞煲可以揀，唔食辣的可以點芝士雞煲，鍾意香燶惹味的就一定要點火焰麻辣煲。如果唔想食雞煲，想單純地打邊盧亦得，這𥚃有四款湯底可供選擇。不過就現場所見，食客都是衝著雞煲而來的，火喉一流香味四溢的火焰麻辣煲側較多人點選。筆者可不是人云亦云的，概然今次選定了要來吃芝士雞煲，又怎可受鄰近麻辣的香味引誘，而臨時改卦呢～ 黃金芝士雞煲$158 芝士雞煲的配料有洋蔥，中國芹菜，芫茜和乾蔥，配料跟麻辣雞煲大同小異，只是沒有了乾辣椒，而變成了芝士。芝士碎的份量可以選小量，普通或激量，食得芝士煲，芝士是重點，所以一定是點激量吧。 排山倒海的芝士碎排得滿滿的，內裡藏著金黃色的雞塊，十分吸睛，以細火煮五分量左右致溶化便可以開動，重點是還可以牽絲，不過因為跟辣雞煲不一樣，沒有了炒的步驟，感覺有點空虛～眼見隔離的火焰雞煲炒得很起勁，好像比較吸引～ 隔離飯香似乎是不變的定律永遠，俏俏的聽到隔離枱說我們的芝士煲很香呢（笑）～ 芝士份量雖然有很多，但並不會太油膩，而且鹹味也適中，並沒有太多的酸味，濃厚的芝士味雖然很邪惡，但滿足得很。食之前冇諗過原來雞煲都可以加入芝士，而且味道也很夾。 雞件份量超多，而且每一件也啖啖肉，雞肉也夠嫩滑，而且下煲前雞件經過走油的步驟，所以味道份外惹味，加上融化掉的芝士拉絲來吃，欲罷不能～內裡還有很多洋葱和中芹，芫茜未算很多，完全不用擔心芫茜味會太過強烈。  味道其實有點像韓式芝士炒雞的味道，只是這個是中式不辣的版本～ 吃了一大半後便加湯準備打邊盧，芝士鍋加的都是芝士湯，如果麻辣鍋加的便是麻辣湯。 手打五寶拼盤$88 五寶丸都是手打而成的，有墨丸、蝦丸、鯪魚丸、豬肉丸和牛丸，手打丸永遠都是最好吃的，口感很好。 墨丸和蝦丸夠鮮味彈牙，鯪魚丸鮮味而不腥，豬肉丸味道也很不錯，內𥚃還有冬菇粒的，而牛丸味道較濃，黑椒味比較重和辣～ 日本廣島蠔$78 一客6粒的廣島蠔size 適中，但勝在蠔味夠濃，而且味道也夠新鮮～ 午餐肉半份$22 厚厚的午餐肉很扎實，下鍋後依然能保持原整～ 娃娃菜半份$22 娃娃菜跟芝士湯是一個很好的結合，味道就像奶油津白，娃娃菜吸收了芝士湯的味道很creamy。 生菜半份$22 相比起娃娃菜，芝士湯拼上生菜味道未算很夾，要做到玻璃生菜的效果，生菜未能吸盡湯汁。 鮮炸響鈴$48 即叫即炸的響鈴非常新鮮，亦夠香脆～而且還是熱辣辣的，響鈴份量非常多，一共有8件之多，每件份量也十足，二個女生吃可能會有點多，多點人share 食會較好吧～ 鹹檸七$16 最後飲埋杯透心涼的鹹檸七，完美結束這餐～,1
呢排食得有啲油膩諗住去食素中和下，見到呢間咁多人讚都想試左好耐機緣巧合下就試吓啦。入到去冇乜人唔使點等位，坐得都叫舒服。我同朋友叫左牛肝菌意式大麥飯，雜菜蟹餅同埋菠菜芝士西蘭花米型意粉。         菠菜芝士西蘭花米型意粉             42   蟹餅: 個蛋黃醬幾香口唔會好辣，而且又唔會好多，感覺冇咁有罪惡感但係好似炸得有啲過火。 菠菜米意粉:成餐飯最好食。第一次食呢一類型嘅意粉感覺好特別好似risotto。個醬汁做得幾好，唔會話好重芝士味感覺好膩，西蘭花配埋呢一個sauce係好食嘅，非常飽肚。 牛肝菌麥飯:用煲仔形式上幾有趣。牛肝菌嘅份量都夠嘅但係個味道就唔夠出。 而其他調味嘅配料就好香，令到成個麥飯粒粒都充滿着香濃嘅香草味不過個大麥飯有啲咬口所以好快飽。 整體來講啲嘢食嘅醬汁會比較濃郁，而且份量都好夠，但係如果呢一個價錢配食物質素就好似差一啲。下次未必會再嚟寧願去試吓其他新野。,2
平時行經尖沙咀厚福街《2DP》，經常座無虛席，一直以為是甜品店，但今次細看才發現原來除了賣相別緻的甜品，還有晚餐Main Course食。 更特別... 原來 《2DP》是一間新派的素食餐廳，還有一個賣點，是可以自己泡茶。 素食絕對乎合香港人的健康飲食要求！ 菜式方面，幾乎每款都以茶葉入饌，清香茶味配西式煮法，亦以植物蛋白製成的素肉，幾可亂真！新派素食亦可食出新健康！ <鐵觀音奶油周打蔬菜湯> 非常好味的周打湯，一邊飲一邊跟友人說這完全不像平時吃到的周打湯，味道清淡中帶甜香甜，味道中有種特別卻難以形容，這就是以茶葉入饌所帶出的味道，湯裡亦會見到有茶葉的呀。 <岩茶乳酪紅菜頭藜麥沙律> 新鮮紅菜頭多汁，配乳酪食，除了食得健康，味道清甜微酸，亦食得開胃！ <月光白茶忌廉素海鮮螺絲粉> 平時食的意粉多是在意粉面淋有醬汁，這個的配汁則是在意粉底，食的時候才撈勻。每一款蔬菜都很新鮮，螺絲粉軟硬度適中，最驚喜是我跟友人相機食先都食了很久，食物都涼了，但味道及螺絲粉的軟硬度亦沒有因為涼了而變硬了，依然好味，這款涼食就像食螺絲粉沙律，熱有熱的好食，涼亦有涼的好食。讚呀！ <紅茶炒京蔥素牛肉扁意粉> 一碟吃落很有肉味的意粉，但卻是一味素菜，由煮食油至食材，都是全素，但卻令煮出幾可亂真的一款素牛肉扁意粉，就連素牛肉賣相都很像真牛肉呢。 以植物蛋白製成的素肉及蟹柳，味道、質感幾可亂真！ <普洱糖不甩> 大大粒糖不甩，煙韌彈牙，味道不會很甜膩。 <柚香單欉 (自泡茶)> 自己茶自己泡！店員很細心的講解如何泡茶及洗茶等各步驟及分享如何選用茶具。 首先要洗茶，即第一泡茶倒了不飲，之後由第二泡茶開始飲，每一泡茶浸約15秒就可以飲。如果想飲茶味濃些、味出些，浸茶越久越出味，可因應個人口味而控制。 要選用茶杯蓋要有虛位罅隙的，真係正宗用來洗茶泡茶之用的茶具。如果茶杯跟蓋都能完全閉合且沒有罅隙的，那就是一個用來飲茶的茶杯，並不是泡茶用的。 哈！吃一頓新派素食晚餐，自己的茶都可以自己泡，泡茶過程中亦是一份情調，別以為飲工夫茶才要自己泡茶。,1
本小姐今日心情巨差，捉左 陪我去食甜品😪 —— 原來2dp有secret menu wor😼 😼 secret bb 蜜瓜•牛乳刨冰 |$108 有一粒粒雪凍左嘅密瓜係上邊，下面嘅冰係牛奶味，一啖一個蜜瓜球，再一啖奶冰，終於開心返少少，甜得黎，又有濃濃蜜瓜味。 西瓜•牛乳刨冰 |$108 姚小姐唔食蜜瓜揀咗西瓜，完全好適合夏天食，冰冰涼涼，夏天熱辣辣食爽晒。 自家製芋圓·桃膠豆花 | $56 小綿羊叫咗個中式甜品，芋園有咬口，不過同出邊嘅口感，有少少唔同幾得意。桃膠係女仔恩物，我都偷食咗幾粒，豆腐花都算幾滑，不過嫌佢唔夠甜，落多少少糖就好啲。 冰糖桃膠燉木瓜 | $72 潤一潤之選,1
"又係時候食七福神喇！ Menu , 價錢都沒有隨時間而大幅加價， 絕對是良心店鋪，怪不得可以在佐敦區立足多年， 儲落一大班支持者 紅卜卜的 和牛壽司，一睇就知新鮮啦！ 清酒煮蜆 嘩好大碗呀！ 最怕在街吃煮蜆有沙又或者只有殼，肉唔見曬。但是在七福和神亭一定不需要擔心，超足料的清酒煮蜆 雜錦刺身， 全部都很新鮮，特別是牡丹蝦呢！大大隻，帶子切薄片入口容易。 鰻魚炒飯最適合食完生冷嘢後，暖一暖返個胃仔。 鰻魚切粒後份量也不少，最重要個飯底炒得好靚。",1
"今日個fd經開黃大仙，就約食個dinner,第一時間諗起和氣食堂，呢間真係首推抵食高質日本餐廳。 兩個人我地首先叫左個香芒鴨胸黑醋沙律，芒果鮮甜，配合鴨胸幾夾，好開胃！ 之後有芒果三文魚加州卷，好大舊兼新鮮。 同點左白咖哩烏冬，見賣相好特別，一上台係鋪滿白色忌廉咁，撈好食覺得幾得意，都好有咖哩味，好味，好飽肚，烏冬夠彈牙，原來個配搭幾掂！ 再叫個廣島蠔寄世鍋，個鍋份量好足料，有蝦，蠔，蜆，蟹柳，再有啲娃娃菜，金菇同粉絲在底，兩個人食都好夠，海鮮新鮮，飲啖湯仲好鮮甜添！ 我地見有個雞翼加雪糕既推廣，叫左一份。個雞翼係凍食再加芝士粉薯條，做小食一流 個甜品又係勁正，好有綠茶味，夠哂軟滑，仲有好多白玉糯米兹，好煙un! 好滿足！最緊要性價比高，值得推介！",1
無用手機訂枱 好多人，我無去過要揾，難揾 門口太細，多級，改不了，人多到呢 有位都入唔到，想走都要有公德心讓人行先 放題都係貴架啦，我最喜愛是 飲品，刺身質素，串燒，甜品，同媽咪和老婆岩食 必須必須必須提醒大大們 牛肉烏冬太可怕，耐到呢 真係愛吃，要一入坐就叫定兩三個 服務一般，侍應已忙到無heart，不停催我坐好，收埋啲嘢唔好左住 香港人識do，會摺好嘢 好彩有特別枱，夠坐，好放嘢 刺身一兩件我停，脷都叫我唔好再吃，會生小pot 串燒都不錯，飲品種類大讚，個燒帶子要encore，芝士年榚 天婦羅ok架，我囡有吃，菠蘿多汁，飲品多種不用力口金戔。 最搞笑黃金蝦送薯條，無得單點 點品馬卡龍，凍餅，啫喱都滿足到小朋友 總論 不吃，芋頭波，刺身， 燒物串燒正，主力 兩個鐘夠食，但要改善 cp值 某種食品出餐時間 位太迫會生意外 可以光猛啲 禮貌是有，有heart聆聽客戶,2
"D野食平凡到冇影相，但勝在餐廳望出黎風景幾好，而且食物唔算太貴， 3個人叫左1個湯，1個appertize, 3個main course, 但如果打正廚師名號我覺得服務方面應該要改進下。一開始問waiter menu 推薦既豬肉包同 牛舌包個包係咪唔同，佢答係啊係唔同， 之後就完了，其實佢真係可以講多少少，話被客人知有咩唔同， 同埋普遍黎講都幾咸，特別係個豬腩肉鴨腿，幾乎冇食過！ 唯人推薦係steak,夠焦香同埋好稔，人均$450",2
呢間野又幾好食喎。 餐廳又靚，好有聖誕既氣氛。 原來有賣宮崎和牛壽司。貓貓見到已經流曬口水。 火隻既和牛好靚，食左一啖，牛肉肥美既脂肪同汁爆左出黎。火隻真係好香，貓貓濕左個嘴。 貓貓食左呢個黑豚肩燒丼。 黑豚肩好彈牙，味道甜。上邊一層厚厚既日本蔥令黑豚肩更好食。 珍珠米有彈性，飯香味同埋燒汁，貓貓濕左個嘴。 貓貓最後order左個宇治抹茶芭菲。 睇到抹茶軟雪糕，貓貓心情即刻好曬。抹茶雪糕上邊有朱古力粉，好靚。雪糕陣抹茶味好香，食完仲有陣清香係口度。貓貓勁滿意呢個雪糕。好多配料都搭配得好，有小丸子，紅豆，脆脆麥，貓貓係呢個雪糕度食到好多口感，好開心。 貓貓決定聖誕節食呢間，靚靚哦！,1
我男朋友好喜歡食炸野 不過我地好少食炸雞！ 因為我個人就麻麻地食炸野，不過聽朋友講sodam chicken既炸雞幾唔錯， 所以就同男朋友一齊黎試下！         三重雞鍋 【三重雞鍋】$398 其實呢次係我地第一次黎sodam chicken食飯， 見到呢個三種雞鍋可以一次過試晒三款雞， 咁就一定係叫呢個啦～ 個份量真係好多好多，menu寫就寫係二人份量， 我兩個都覺得係四個人黎食都得喎。 跟餐可以簡三個配料，推介芝心年糕！ 個芝心年糕芝士味好香濃，又煙韌！好好味！         春川辣雞 【春川辣雞】 唔知係咪有得簡辣度呢，我地果日無簡到， 所以一d都唔辣，唔食辣既人都接受到！ 而雞肉都好嫩，唔錯。 我就喜歡呢邊多d！         安東燉雞 【安東燉雞】 呢邊都好好食，男朋友就喜歡呢邊多d啦！ 食呢邊個感覺係，好想叫個飯撈飯食哈哈。 好入味，連d薯仔都好淋好好食！讚。 但我地都一致認同，最最最推介既係佢既韓式炸雞！ 勁juicy勁滑既炸雞，而且佢食落口唔會啖啖油，炸得好乾身， 十分好！推介！ 總結，呢個三重雞鍋好抵食，質素又好， 但一定要叫多幾個frd一齊share！,1
長沙灣好出名既米走雞係太子開左分店， 就同朋友去食！ 傳說中的芝士雞煲：先講個芝士煲，好濃味，的確好香芝士味，待應亦於個煲煲到咁上下就熄火食得，佢話唔好搞個煲，直接夾來食芝士味會濃啲。啲雞煮得岩岩好，好嫩滑，又入味，呢個雞肉不得不讚！連我個fd 唔中意食芝士都話呢個整得好好味！食晒啲雞後，加湯打邊爐luuuu!嫩滑既雞配上濃郁既芝士，yumyum但加左湯後一切都變了，變得好咸好咸好咸，頂，真係好Q咸，好似食緊salt 咁， 所以接落來淨係講食物，唔會再評論湯底         芝士雞煲 竹笙墨魚：幾特別咁包法，但竹笙本是好快熟，配著須要啲時間先食得既墨魚，竹笙已經淋晒lu 但墨魚幾爽口！         竹笙墨魚 哈哈蝦多寶：呢個不得了，要推介！整舊蝦丸非常大粒，好爽口彈牙！         哈哈蝦多寶 跟住以下既配料跟平時我們打邊爐的無異 冬菇：         冬菇 魚皮餃：         魚皮較 芝心丸         芝心丸 炸魚皮         炸魚皮 餐桌有教你點樣配搭係最好咁食雞煲！最後當然唔少得整返個芝士麵啦！好入味濃郁芝士味，yum             63,2
